location,date,new_cases
Nigeria,4/21/2021,65
Nigeria,4/22/2021,100
Nigeria,4/23/2021,45
Nigeria,4/24/2021,51
Nigeria,4/25/2021,35
Nigeria,4/26/2021,37
Nigeria,4/27/2021,156
Nigeria,4/28/2021,81
Nigeria,4/29/2021,62
Nigeria,4/30/2021,55
Nigeria,5/1/2021,0
Nigeria,5/2/2021,43
Nigeria,5/3/2021,46
Nigeria,5/4/2021,16
Nigeria,5/5/2021,58
Nigeria,5/6/2021,28
Nigeria,5/7/2021,39
Nigeria,5/8/2021,30
Nigeria,5/9/2021,49
Nigeria,5/10/2021,49
Nigeria,5/11/2021,47
Nigeria,5/12/2021,44
Nigeria,5/13/2021,53
Nigeria,5/14/2021,49
Nigeria,5/15/2021,41
Nigeria,5/16/2021,7
Nigeria,5/17/2021,69
Nigeria,5/18/2021,0
Nigeria,5/19/2021,74
Nigeria,5/20/2021,49
Nigeria,5/21/2021,43
Nigeria,5/22/2021,35
Nigeria,5/23/2021,40
Nigeria,5/24/2021,42
Nigeria,5/25/2021,37
Nigeria,5/26/2021,48
Nigeria,5/27/2021,45
Nigeria,5/28/2021,63
Nigeria,5/29/2021,31
Nigeria,5/30/2021,30
Nigeria,5/31/2021,203
Nigeria,6/1/2021,16
Nigeria,6/2/2021,26
Nigeria,6/3/2021,122
Nigeria,6/4/2021,48
Nigeria,6/5/2021,26
Nigeria,6/6/2021,11
Nigeria,6/7/2021,49
Nigeria,6/8/2021,102
Nigeria,6/9/2021,64
Nigeria,6/10/2021,0
Nigeria,6/11/2021,69
Nigeria,6/12/2021,8
Nigeria,6/13/2021,7
Russia,1/31/2020,2
Russia,2/1/2020,0
Russia,2/2/2020,0
Russia,2/3/2020,0
Russia,2/4/2020,0
Russia,2/5/2020,0
Russia,2/6/2020,0
Russia,2/7/2020,0
Russia,2/8/2020,0
Russia,2/9/2020,0
Russia,2/10/2020,0
Russia,2/11/2020,0
Russia,2/12/2020,0
Russia,2/13/2020,0
Russia,2/14/2020,0
Russia,2/15/2020,0
Russia,2/16/2020,0
Russia,2/17/2020,0
Russia,2/18/2020,0
Russia,2/19/2020,0
Russia,2/20/2020,0
Russia,2/21/2020,0
Russia,2/22/2020,0
Russia,2/23/2020,0
Russia,2/24/2020,0
Russia,2/25/2020,0
Russia,2/26/2020,0
Russia,2/27/2020,0
Russia,2/28/2020,0
Russia,2/29/2020,0
Russia,3/1/2020,0
Russia,3/2/2020,1
Russia,3/3/2020,0
Russia,3/4/2020,0
Russia,3/5/2020,1
Russia,3/6/2020,9
Russia,3/7/2020,0
Russia,3/8/2020,4
Russia,3/9/2020,0
Russia,3/10/2020,3
Russia,3/11/2020,0
Russia,3/12/2020,8
Russia,3/13/2020,17
Russia,3/14/2020,14
Russia,3/15/2020,4
Russia,3/16/2020,27
Russia,3/17/2020,24
Russia,3/18/2020,33
Russia,3/19/2020,52
Russia,3/20/2020,54
Russia,3/21/2020,53
Russia,3/22/2020,61
Russia,3/23/2020,71
Russia,3/24/2020,57
Russia,3/25/2020,163
Russia,3/26/2020,182
Russia,3/27/2020,196
Russia,3/28/2020,228
Russia,3/29/2020,270
Russia,3/30/2020,302
Russia,3/31/2020,501
Russia,4/1/2020,440
Russia,4/2/2020,771
Russia,4/3/2020,601
Russia,4/4/2020,582
Russia,4/5/2020,658
Russia,4/6/2020,954
Russia,4/7/2020,1154
Russia,4/8/2020,1175
Russia,4/9/2020,1459
Russia,4/10/2020,1786
Russia,4/11/2020,1667
Russia,4/12/2020,2186
Russia,4/13/2020,2558
Russia,4/14/2020,2774
Russia,4/15/2020,3388
Russia,4/16/2020,3448
Russia,4/17/2020,4070
Russia,4/18/2020,4785
Russia,4/19/2020,6060
Russia,4/20/2020,4268
Russia,4/21/2020,5642
Russia,4/22/2020,5236
Russia,4/23/2020,4774
Russia,4/24/2020,5849
Russia,4/25/2020,5966
Russia,4/26/2020,6361
Russia,4/27/2020,6198
Russia,4/28/2020,6411
Russia,4/29/2020,5841
Russia,4/30/2020,7099
Russia,5/1/2020,7933
Russia,5/2/2020,9623
Russia,5/3/2020,10633
Russia,5/4/2020,10581
Russia,5/5/2020,10102
Russia,5/6/2020,10559
Russia,5/7/2020,11231
Russia,5/8/2020,10699
Russia,5/9/2020,10817
Russia,5/10/2020,11012
Russia,5/11/2020,11656
Russia,5/12/2020,10899
Russia,5/13/2020,10028
Russia,5/14/2020,9974
Russia,5/15/2020,10598
Russia,5/16/2020,9200
Russia,5/17/2020,9709
Russia,5/18/2020,8926
Russia,5/19/2020,9263
Russia,5/20/2020,8764
Russia,5/21/2020,8849
Russia,5/22/2020,8894
Russia,5/23/2020,9434
Russia,5/24/2020,8599
Russia,5/25/2020,8946
Russia,5/26/2020,8915
Russia,5/27/2020,8338
Russia,5/28/2020,8371
Russia,5/29/2020,8572
Russia,5/30/2020,8952
Russia,5/31/2020,9268
Russia,6/1/2020,8485
Russia,6/2/2020,8858
Russia,6/3/2020,8529
Russia,6/4/2020,8823
Russia,6/5/2020,8718
Russia,6/6/2020,8846
Russia,6/7/2020,8971
Russia,6/8/2020,8970
Russia,6/9/2020,8587
Russia,6/10/2020,8393
Russia,6/11/2020,8777
Russia,6/12/2020,8961
Russia,6/13/2020,8697
Russia,6/14/2020,8809
Russia,6/15/2020,8217
Russia,6/16/2020,8241
Russia,6/17/2020,7824
Russia,6/18/2020,7772
Russia,6/19/2020,7971
Russia,6/20/2020,7870
Russia,6/21/2020,7717
Russia,6/22/2020,7586
Russia,6/23/2020,7413
Russia,6/24/2020,7165
Russia,6/25/2020,7105
Russia,6/26/2020,6788
Russia,6/27/2020,6843
Russia,6/28/2020,6784
Russia,6/29/2020,6683
Russia,6/30/2020,6683
Russia,7/1/2020,6550
Russia,7/2/2020,6752
Russia,7/3/2020,6710
Russia,7/4/2020,6623
Russia,7/5/2020,6719
Russia,7/6/2020,6569
Russia,7/7/2020,6363
Russia,7/8/2020,6534
Russia,7/9/2020,6491
Russia,7/10/2020,6623
Russia,7/11/2020,6586
Russia,7/12/2020,6587
Russia,7/13/2020,6511
Russia,7/14/2020,6240
Russia,7/15/2020,6410
Russia,7/16/2020,6415
Russia,7/17/2020,6389
Russia,7/18/2020,6214
Russia,7/19/2020,6096
Russia,7/20/2020,5901
Russia,7/21/2020,5828
Russia,7/22/2020,5850
Russia,7/23/2020,5830
Russia,7/24/2020,5779
Russia,7/25/2020,5833
Russia,7/26/2020,5741
Russia,7/27/2020,5607
Russia,7/28/2020,5380
Russia,7/29/2020,5449
Russia,7/30/2020,5484
Russia,7/31/2020,5468
Russia,8/1/2020,5429
Russia,8/2/2020,5387
Russia,8/3/2020,5364
Russia,8/4/2020,5121
Russia,8/5/2020,5186
Russia,8/6/2020,5239
Russia,8/7/2020,5191
Russia,8/8/2020,5185
Russia,8/9/2020,5155
Russia,8/10/2020,5081
Russia,8/11/2020,4892
Russia,8/12/2020,5054
Russia,8/13/2020,5017
Russia,8/14/2020,5016
Russia,8/15/2020,5030
Russia,8/16/2020,4911
Russia,8/17/2020,4839
Russia,8/18/2020,4718
Russia,8/19/2020,4790
Russia,8/20/2020,4767
Russia,8/21/2020,4838
Russia,8/22/2020,4860
Russia,8/23/2020,4797
Russia,8/24/2020,4688
Russia,8/25/2020,4639
Russia,8/26/2020,4642
Russia,8/27/2020,4675
Russia,8/28/2020,4758
Russia,8/29/2020,4843
Russia,8/30/2020,4897
Russia,8/31/2020,4932
Russia,9/1/2020,4670
Russia,9/2/2020,4893
Russia,9/3/2020,4958
Russia,9/4/2020,5064
Russia,9/5/2020,5144
Russia,9/6/2020,5097
Russia,9/7/2020,5106
Russia,9/8/2020,5020
Russia,9/9/2020,5172
Russia,9/10/2020,5310
Russia,9/11/2020,5421
Russia,9/12/2020,5406
Russia,9/13/2020,5361
Russia,9/14/2020,5414
Russia,9/15/2020,5435
Russia,9/16/2020,5612
Russia,9/17/2020,5667
Russia,9/18/2020,5803
Russia,9/19/2020,5960
Russia,9/20/2020,6043
Russia,9/21/2020,6090
Russia,9/22/2020,6109
Russia,9/23/2020,6330
Russia,9/24/2020,6489
Russia,9/25/2020,7112
Russia,9/26/2020,7421
Russia,9/27/2020,7764
Russia,9/28/2020,8026
Russia,9/29/2020,8129
Russia,9/30/2020,8371
Russia,10/1/2020,8835
Russia,10/2/2020,9294
Russia,10/3/2020,9735
Russia,10/4/2020,10376
Russia,10/5/2020,10757
Russia,10/6/2020,11481
Russia,10/7/2020,10981
Russia,10/8/2020,11345
Russia,10/9/2020,11969
Russia,10/10/2020,12673
Russia,10/11/2020,13442
Russia,10/12/2020,13406
Russia,10/13/2020,13690
Russia,10/14/2020,14041
Russia,10/15/2020,13556
Russia,10/16/2020,14937
Russia,10/17/2020,14703
Russia,10/18/2020,14804
Russia,10/19/2020,15843
Russia,10/20/2020,16108
Russia,10/21/2020,15444
Russia,10/22/2020,15704
Russia,10/23/2020,17077
Russia,10/24/2020,16260
Russia,10/25/2020,16392
Russia,10/26/2020,17148
Russia,10/27/2020,16342
Russia,10/28/2020,15886
Russia,10/29/2020,17418
Russia,10/30/2020,17987
Russia,10/31/2020,17834
Russia,11/1/2020,18381
Russia,11/2/2020,18017
Russia,11/3/2020,18431
Russia,11/4/2020,19483
Russia,11/5/2020,19116
Russia,11/6/2020,20368
Russia,11/7/2020,20109
Russia,11/8/2020,20248
Russia,11/9/2020,21577
Russia,11/10/2020,20765
Russia,11/11/2020,19583
Russia,11/12/2020,21333
Russia,11/13/2020,21717
Russia,11/14/2020,22441
Russia,11/15/2020,22313
Russia,11/16/2020,22562
Russia,11/17/2020,22201
Russia,11/18/2020,20717
Russia,11/19/2020,23337
Russia,11/20/2020,24059
Russia,11/21/2020,24538
Russia,11/22/2020,24295
Russia,11/23/2020,24891
Russia,11/24/2020,24087
Russia,11/25/2020,23393
Russia,11/26/2020,25195
Russia,11/27/2020,27267
Russia,11/28/2020,26809
Russia,11/29/2020,26390
Russia,11/30/2020,26046
Russia,12/1/2020,26126
Russia,12/2/2020,25043
Russia,12/3/2020,27829
Russia,12/4/2020,27078
Russia,12/5/2020,28450
Russia,12/6/2020,28701
Russia,12/7/2020,27798
Russia,12/8/2020,25752
Russia,12/9/2020,25838
Russia,12/10/2020,27562
Russia,12/11/2020,28206
Russia,12/12/2020,27729
Russia,12/13/2020,27651
Russia,12/14/2020,26902
Russia,12/15/2020,26265
Russia,12/16/2020,26074
Russia,12/17/2020,27787
Russia,12/18/2020,28116
Russia,12/19/2020,27772
Russia,12/20/2020,28510
Russia,12/21/2020,28917
Russia,12/22/2020,28340
Russia,12/23/2020,26814
Russia,12/24/2020,29499
Russia,12/25/2020,28595
Russia,12/26/2020,28833
Russia,12/27/2020,27849
Russia,12/28/2020,27363
Russia,12/29/2020,26588
Russia,12/30/2020,26095
Russia,12/31/2020,27329
Russia,1/1/2021,26613
Russia,1/2/2021,25938
Russia,1/3/2021,23845
Russia,1/4/2021,23015
Russia,1/5/2021,23955
Russia,1/6/2021,23902
Russia,1/7/2021,23218
Russia,1/8/2021,23330
Russia,1/9/2021,23012
Russia,1/10/2021,22540
Russia,1/11/2021,23018
Russia,1/12/2021,22657
Russia,1/13/2021,22544
Russia,1/14/2021,24303
Russia,1/15/2021,24294
Russia,1/16/2021,23670
Russia,1/17/2021,23178
Russia,1/18/2021,22509
Russia,1/19/2021,21442
Russia,1/20/2021,20806
Russia,1/21/2021,21544
Russia,1/22/2021,21182
Russia,1/23/2021,20585
Russia,1/24/2021,20800
Russia,1/25/2021,18999
Russia,1/26/2021,17982
Russia,1/27/2021,17464
Russia,1/28/2021,18856
Russia,1/29/2021,18966
Russia,1/30/2021,18751
Russia,1/31/2021,18083
Russia,2/1/2021,17391
Russia,2/2/2021,16406
Russia,2/3/2021,16222
Russia,2/4/2021,16463
Russia,2/5/2021,16444
Russia,2/6/2021,16379
Russia,2/7/2021,15808
Russia,2/8/2021,15701
Russia,2/9/2021,14808
Russia,2/10/2021,14258
Russia,2/11/2021,14803
Russia,2/12/2021,14867
Russia,2/13/2021,14640
Russia,2/14/2021,13968
Russia,2/15/2021,13999
Russia,2/16/2021,13030
Russia,2/17/2021,12629
Russia,2/18/2021,13243
Russia,2/19/2021,13242
Russia,2/20/2021,12775
Russia,2/21/2021,12568
Russia,2/22/2021,12455
Russia,2/23/2021,11679
Russia,2/24/2021,11609
Russia,2/25/2021,11067
Russia,2/26/2021,10955
Russia,2/27/2021,11409
Russia,2/28/2021,11234
Russia,3/1/2021,11450
Russia,3/2/2021,10441
Russia,3/3/2021,10416
Russia,3/4/2021,11263
Russia,3/5/2021,10906
Russia,3/6/2021,10909
Russia,3/7/2021,10478
Russia,3/8/2021,10145
Russia,3/9/2021,9342
Russia,3/10/2021,8976
Russia,3/11/2021,9167
Russia,3/12/2021,9695
Russia,3/13/2021,9808
Russia,3/14/2021,9985
Russia,3/15/2021,9347
Russia,3/16/2021,9305
Russia,3/17/2021,8910
Russia,3/18/2021,9713
Russia,3/19/2021,9612
Russia,3/20/2021,9548
Russia,3/21/2021,9215
Russia,3/22/2021,9195
Russia,3/23/2021,8369
Russia,3/24/2021,8769
Russia,3/25/2021,9128
Russia,3/26/2021,9073
Russia,3/27/2021,8783
Russia,3/28/2021,8979
Russia,3/29/2021,8589
Russia,3/30/2021,8162
Russia,3/31/2021,8156
Russia,4/1/2021,9057
Russia,4/2/2021,8682
Russia,4/3/2021,8906
Russia,4/4/2021,8697
Russia,4/5/2021,8525
Russia,4/6/2021,8206
Russia,4/7/2021,8174
Russia,4/8/2021,8545
Russia,4/9/2021,9027
Russia,4/10/2021,8580
Russia,4/11/2021,8576
Russia,4/12/2021,8191
Russia,4/13/2021,8044
Russia,4/14/2021,8202
Russia,4/15/2021,8818
Russia,4/16/2021,8872
Russia,4/17/2021,9201
Russia,4/18/2021,8507
Russia,4/19/2021,8465
Russia,4/20/2021,8044
Russia,4/21/2021,8146
Russia,4/22/2021,8874
Russia,4/23/2021,8717
Russia,4/24/2021,8698
Russia,4/25/2021,8652
Russia,4/26/2021,8681
Russia,4/27/2021,7931
Russia,4/28/2021,7729
Russia,4/29/2021,9161
Russia,4/30/2021,8613
Russia,5/1/2021,9147
Russia,5/2/2021,8574
Russia,5/3/2021,8368
Russia,5/4/2021,7653
Russia,5/5/2021,7857
Russia,5/6/2021,7518
Russia,5/7/2021,8261
Russia,5/8/2021,8198
Russia,5/9/2021,8290
Russia,5/10/2021,8338
Russia,5/11/2021,7989
Russia,5/12/2021,8096
Russia,5/13/2021,8259
Russia,5/14/2021,9338
Russia,5/15/2021,8667
Russia,5/16/2021,8426
Russia,5/17/2021,9204
Russia,5/18/2021,8057
Russia,5/19/2021,7799
Russia,5/20/2021,9112
Russia,5/21/2021,8811
Russia,5/22/2021,8585
Russia,5/23/2021,8827
Russia,5/24/2021,8283
Russia,5/25/2021,7762
Russia,5/26/2021,8247
Russia,5/27/2021,8911
Russia,5/28/2021,9126
Russia,5/29/2021,9155
Russia,5/30/2021,9558
Russia,5/31/2021,8341
Russia,6/1/2021,9369
Russia,6/2/2021,8702
Russia,6/3/2021,8807
Russia,6/4/2021,8820
Russia,6/5/2021,9011
Russia,6/6/2021,9025
Russia,6/7/2021,9297
Russia,6/8/2021,9843
Russia,6/9/2021,10271
Russia,6/10/2021,11560
Russia,6/11/2021,12361
Russia,6/12/2021,13360
Russia,6/13/2021,14561
United States,1/22/2020,
United States,1/23/2020,0
United States,1/24/2020,1
United States,1/25/2020,0
United States,1/26/2020,3
United States,1/27/2020,0
United States,1/28/2020,0
United States,1/29/2020,1
United States,1/30/2020,0
United States,1/31/2020,2
United States,2/1/2020,0
United States,2/2/2020,0
United States,2/3/2020,3
United States,2/4/2020,0
United States,2/5/2020,0
United States,2/6/2020,1
United States,2/7/2020,0
United States,2/8/2020,0
United States,2/9/2020,0
United States,2/10/2020,0
United States,2/11/2020,1
United States,2/12/2020,0
United States,2/13/2020,1
United States,2/14/2020,0
United States,2/15/2020,0
United States,2/16/2020,0
United States,2/17/2020,0
United States,2/18/2020,0
United States,2/19/2020,0
United States,2/20/2020,0
United States,2/21/2020,2
United States,2/22/2020,0
United States,2/23/2020,0
United States,2/24/2020,0
United States,2/25/2020,0
United States,2/26/2020,0
United States,2/27/2020,1
United States,2/28/2020,0
United States,2/29/2020,8
United States,3/1/2020,7
United States,3/2/2020,23
United States,3/3/2020,19
United States,3/4/2020,33
United States,3/5/2020,77
United States,3/6/2020,53
United States,3/7/2020,166
United States,3/8/2020,116
United States,3/9/2020,75
United States,3/10/2020,188
United States,3/11/2020,365
United States,3/12/2020,439
United States,3/13/2020,633
United States,3/14/2020,759
United States,3/15/2020,234
United States,3/16/2020,1467
United States,3/17/2020,1833
United States,3/18/2020,2657
United States,3/19/2020,4494
United States,3/20/2020,6367
United States,3/21/2020,5995
United States,3/22/2020,8873
United States,3/23/2020,11238
United States,3/24/2020,10619
United States,3/25/2020,12082
United States,3/26/2020,17856
United States,3/27/2020,18690
United States,3/28/2020,19630
United States,3/29/2020,18899
United States,3/30/2020,22075
United States,3/31/2020,26314
United States,4/1/2020,32286
United States,4/2/2020,32222
United States,4/3/2020,32307
United States,4/4/2020,32386
United States,4/5/2020,29895
United States,4/6/2020,31390
United States,4/7/2020,30779
United States,4/8/2020,31235
United States,4/9/2020,35942
United States,4/10/2020,34403
United States,4/11/2020,29083
United States,4/12/2020,27256
United States,4/13/2020,26939
United States,4/14/2020,28818
United States,4/15/2020,25408
United States,4/16/2020,30002
United States,4/17/2020,33066
United States,4/18/2020,27907
United States,4/19/2020,26062
United States,4/20/2020,29820
United States,4/21/2020,25926
United States,4/22/2020,28911
United States,4/23/2020,33612
United States,4/24/2020,32327
United States,4/25/2020,30380
United States,4/26/2020,26488
United States,4/27/2020,23715
United States,4/28/2020,24575
United States,4/29/2020,26459
United States,4/30/2020,29205
United States,5/1/2020,34907
United States,5/2/2020,27348
United States,5/3/2020,24321
United States,5/4/2020,24068
United States,5/5/2020,24528
United States,5/6/2020,24569
United States,5/7/2020,27429
United States,5/8/2020,26830
United States,5/9/2020,25176
United States,5/10/2020,18805
United States,5/11/2020,19298
United States,5/12/2020,22927
United States,5/13/2020,20433
United States,5/14/2020,26817
United States,5/15/2020,24733
United States,5/16/2020,24135
United States,5/17/2020,18388
United States,5/18/2020,22389
United States,5/19/2020,20979
United States,5/20/2020,22725
United States,5/21/2020,25769
United States,5/22/2020,23649
United States,5/23/2020,21099
United States,5/24/2020,20077
United States,5/25/2020,18662
United States,5/26/2020,19663
United States,5/27/2020,18551
United States,5/28/2020,22320
United States,5/29/2020,24478
United States,5/30/2020,23632
United States,5/31/2020,18983
United States,6/1/2020,17414
United States,6/2/2020,21502
United States,6/3/2020,19857
United States,6/4/2020,21658
United States,6/5/2020,25403
United States,6/6/2020,21142
United States,6/7/2020,17928
United States,6/8/2020,17616
United States,6/9/2020,18383
United States,6/10/2020,21111
United States,6/11/2020,23166
United States,6/12/2020,24828
United States,6/13/2020,25212
United States,6/14/2020,18941
United States,6/15/2020,19827
United States,6/16/2020,23667
United States,6/17/2020,27072
United States,6/18/2020,28537
United States,6/19/2020,31544
United States,6/20/2020,32280
United States,6/21/2020,25150
United States,6/22/2020,32144
United States,6/23/2020,37072
United States,6/24/2020,35878
United States,6/25/2020,40326
United States,6/26/2020,45999
United States,6/27/2020,41330
United States,6/28/2020,40734
United States,6/29/2020,41299
United States,6/30/2020,46420
United States,7/1/2020,51820
United States,7/2/2020,56636
United States,7/3/2020,51351
United States,7/4/2020,45693
United States,7/5/2020,50747
United States,7/6/2020,43106
United States,7/7/2020,60661
United States,7/8/2020,60119
United States,7/9/2020,62509
United States,7/10/2020,68057
United States,7/11/2020,60017
United States,7/12/2020,58424
United States,7/13/2020,58930
United States,7/14/2020,68051
United States,7/15/2020,68090
United States,7/16/2020,75866
United States,7/17/2020,72236
United States,7/18/2020,62536
United States,7/19/2020,60456
United States,7/20/2020,62107
United States,7/21/2020,64461
United States,7/22/2020,70579
United States,7/23/2020,68445
United States,7/24/2020,73319
United States,7/25/2020,64953
United States,7/26/2020,54816
United States,7/27/2020,56783
United States,7/28/2020,66412
United States,7/29/2020,71873
United States,7/30/2020,67466
United States,7/31/2020,68712
United States,8/1/2020,56201
United States,8/2/2020,45568
United States,8/3/2020,45501
United States,8/4/2020,58774
United States,8/5/2020,54466
United States,8/6/2020,59349
United States,8/7/2020,59303
United States,8/8/2020,54134
United States,8/9/2020,45769
United States,8/10/2020,47606
United States,8/11/2020,48003
United States,8/12/2020,56040
United States,8/13/2020,51316
United States,8/14/2020,65336
United States,8/15/2020,46951
United States,8/16/2020,39212
United States,8/17/2020,36652
United States,8/18/2020,45033
United States,8/19/2020,47320
United States,8/20/2020,44041
United States,8/21/2020,48843
United States,8/22/2020,43064
United States,8/23/2020,34247
United States,8/24/2020,36482
United States,8/25/2020,40354
United States,8/26/2020,45172
United States,8/27/2020,45393
United States,8/28/2020,46832
United States,8/29/2020,42754
United States,8/30/2020,34404
United States,8/31/2020,35362
United States,9/1/2020,41846
United States,9/2/2020,41018
United States,9/3/2020,44251
United States,9/4/2020,50382
United States,9/5/2020,43158
United States,9/6/2020,31218
United States,9/7/2020,23613
United States,9/8/2020,27226
United States,9/9/2020,34049
United States,9/10/2020,36056
United States,9/11/2020,47769
United States,9/12/2020,41101
United States,9/13/2020,34372
United States,9/14/2020,34423
United States,9/15/2020,39492
United States,9/16/2020,39030
United States,9/17/2020,45130
United States,9/18/2020,49282
United States,9/19/2020,42202
United States,9/20/2020,38447
United States,9/21/2020,51878
United States,9/22/2020,39866
United States,9/23/2020,39069
United States,9/24/2020,47103
United States,9/25/2020,48295
United States,9/26/2020,44673
United States,9/27/2020,37528
United States,9/28/2020,33294
United States,9/29/2020,43338
United States,9/30/2020,39443
United States,10/1/2020,45650
United States,10/2/2020,54950
United States,10/3/2020,48577
United States,10/4/2020,35738
United States,10/5/2020,39376
United States,10/6/2020,45289
United States,10/7/2020,51056
United States,10/8/2020,58599
United States,10/9/2020,56384
United States,10/10/2020,54953
United States,10/11/2020,45981
United States,10/12/2020,41774
United States,10/13/2020,52231
United States,10/14/2020,59778
United States,10/15/2020,64880
United States,10/16/2020,69147
United States,10/17/2020,56759
United States,10/18/2020,49367
United States,10/19/2020,67717
United States,10/20/2020,61956
United States,10/21/2020,63301
United States,10/22/2020,76310
United States,10/23/2020,81933
United States,10/24/2020,82767
United States,10/25/2020,62204
United States,10/26/2020,67310
United States,10/27/2020,76838
United States,10/28/2020,79426
United States,10/29/2020,91019
United States,10/30/2020,99264
United States,10/31/2020,89754
United States,11/1/2020,104900
United States,11/2/2020,85211
United States,11/3/2020,127198
United States,11/4/2020,104541
United States,11/5/2020,129367
United States,11/6/2020,128033
United States,11/7/2020,127510
United States,11/8/2020,115170
United States,11/9/2020,120434
United States,11/10/2020,140504
United States,11/11/2020,146750
United States,11/12/2020,164750
United States,11/13/2020,180398
United States,11/14/2020,167926
United States,11/15/2020,136356
United States,11/16/2020,162624
United States,11/17/2020,163958
United States,11/18/2020,173251
United States,11/19/2020,191510
United States,11/20/2020,198333
United States,11/21/2020,179436
United States,11/22/2020,146947
United States,11/23/2020,174089
United States,11/24/2020,175544
United States,11/25/2020,183403
United States,11/26/2020,112526
United States,11/27/2020,207933
United States,11/28/2020,155661
United States,11/29/2020,140328
United States,11/30/2020,160321
United States,12/1/2020,188339
United States,12/2/2020,202894
United States,12/3/2020,223421
United States,12/4/2020,232644
United States,12/5/2020,215811
United States,12/6/2020,181253
United States,12/7/2020,194409
United States,12/8/2020,224452
United States,12/9/2020,222648
United States,12/10/2020,231428
United States,12/11/2020,240089
United States,12/12/2020,217797
United States,12/13/2020,187971
United States,12/14/2020,194314
United States,12/15/2020,208992
United States,12/16/2020,246644
United States,12/17/2020,239900
United States,12/18/2020,251832
United States,12/19/2020,192102
United States,12/20/2020,188015
United States,12/21/2020,198703
United States,12/22/2020,198107
United States,12/23/2020,229624
United States,12/24/2020,194155
United States,12/25/2020,97880
United States,12/26/2020,226416
United States,12/27/2020,155845
United States,12/28/2020,174152
United States,12/29/2020,200408
United States,12/30/2020,233701
United States,12/31/2020,235600
United States,1/1/2021,153916
United States,1/2/2021,300462
United States,1/3/2021,208853
United States,1/4/2021,184005
United States,1/5/2021,235042
United States,1/6/2021,255637
United States,1/7/2021,278337
United States,1/8/2021,295257
United States,1/9/2021,260967
United States,1/10/2021,213415
United States,1/11/2021,214664
United States,1/12/2021,226967
United States,1/13/2021,230301
United States,1/14/2021,235766
United States,1/15/2021,242780
United States,1/16/2021,201858
United States,1/17/2021,177931
United States,1/18/2021,143598
United States,1/19/2021,176216
United States,1/20/2021,183261
United States,1/21/2021,193856
United States,1/22/2021,190760
United States,1/23/2021,170759
United States,1/24/2021,131198
United States,1/25/2021,151677
United States,1/26/2021,147626
United States,1/27/2021,153961
United States,1/28/2021,168804
United States,1/29/2021,166613
United States,1/30/2021,142459
United States,1/31/2021,112152
United States,2/1/2021,134975
United States,2/2/2021,115303
United States,2/3/2021,121691
United States,2/4/2021,124006
United States,2/5/2021,134422
United States,2/6/2021,104176
United States,2/7/2021,89746
United States,2/8/2021,90438
United States,2/9/2021,95265
United States,2/10/2021,95250
United States,2/11/2021,105764
United States,2/12/2021,99670
United States,2/13/2021,87219
United States,2/14/2021,65135
United States,2/15/2021,54279
United States,2/16/2021,62498
United States,2/17/2021,70139
United States,2/18/2021,69911
United States,2/19/2021,79282
United States,2/20/2021,71608
United States,2/21/2021,57161
United States,2/22/2021,56151
United States,2/23/2021,72278
United States,2/24/2021,74736
United States,2/25/2021,77514
United States,2/26/2021,77333
United States,2/27/2021,64644
United States,2/28/2021,51419
United States,3/1/2021,58099
United States,3/2/2021,57090
United States,3/3/2021,67201
United States,3/4/2021,68057
United States,3/5/2021,66429
United States,3/6/2021,58247
United States,3/7/2021,41075
United States,3/8/2021,44919
United States,3/9/2021,57654
United States,3/10/2021,57908
United States,3/11/2021,62461
United States,3/12/2021,61511
United States,3/13/2021,53029
United States,3/14/2021,38282
United States,3/15/2021,56546
United States,3/16/2021,53993
United States,3/17/2021,59279
United States,3/18/2021,60374
United States,3/19/2021,61666
United States,3/20/2021,55496
United States,3/21/2021,33840
United States,3/22/2021,51433
United States,3/23/2021,53668
United States,3/24/2021,86954
United States,3/25/2021,67549
United States,3/26/2021,77370
United States,3/27/2021,62848
United States,3/28/2021,43220
United States,3/29/2021,69282
United States,3/30/2021,61426
United States,3/31/2021,66769
United States,4/1/2021,79115
United States,4/2/2021,69886
United States,4/3/2021,63258
United States,4/4/2021,35126
United States,4/5/2021,77399
United States,4/6/2021,60690
United States,4/7/2021,75005
United States,4/8/2021,79882
United States,4/9/2021,82713
United States,4/10/2021,66696
United States,4/11/2021,46506
United States,4/12/2021,70093
United States,4/13/2021,77957
United States,4/14/2021,75413
United States,4/15/2021,74304
United States,4/16/2021,80051
United States,4/17/2021,52546
United States,4/18/2021,42114
United States,4/19/2021,68123
United States,4/20/2021,60941
United States,4/21/2021,62859
United States,4/22/2021,67269
United States,4/23/2021,62405
United States,4/24/2021,53492
United States,4/25/2021,32165
United States,4/26/2021,47566
United States,4/27/2021,50841
United States,4/28/2021,55141
United States,4/29/2021,58255
United States,4/30/2021,57920
United States,5/1/2021,45383
United States,5/2/2021,29404
United States,5/3/2021,50492
United States,5/4/2021,40716
United States,5/5/2021,44713
United States,5/6/2021,47552
United States,5/7/2021,48137
United States,5/8/2021,33676
United States,5/9/2021,21430
United States,5/10/2021,36804
United States,5/11/2021,33644
United States,5/12/2021,35839
United States,5/13/2021,38076
United States,5/14/2021,42259
United States,5/15/2021,28854
United States,5/16/2021,16887
United States,5/17/2021,28622
United States,5/18/2021,27790
United States,5/19/2021,29293
