location,date,new_cases
Mexico,1/8/2020,
Mexico,1/9/2020,
Mexico,1/10/2020,
Mexico,1/11/2020,
Mexico,1/12/2020,
Mexico,1/13/2020,
Mexico,1/14/2020,
Mexico,1/15/2020,
Mexico,1/16/2020,
Mexico,1/17/2020,
Mexico,1/18/2020,
Mexico,1/19/2020,
Mexico,1/20/2020,
Mexico,1/21/2020,
Mexico,1/22/2020,
Mexico,1/23/2020,
Mexico,1/24/2020,
Mexico,1/25/2020,
Mexico,1/26/2020,
Mexico,1/27/2020,
Mexico,1/28/2020,
Mexico,1/29/2020,
Mexico,1/30/2020,
Mexico,1/31/2020,
Mexico,2/1/2020,
Mexico,2/2/2020,
Mexico,2/3/2020,
Mexico,2/4/2020,
Mexico,2/5/2020,
Mexico,2/6/2020,
Mexico,2/7/2020,
Mexico,2/8/2020,
Mexico,2/9/2020,
Mexico,2/10/2020,
Mexico,2/11/2020,
Mexico,2/12/2020,
Mexico,2/13/2020,
Mexico,2/14/2020,
Mexico,2/15/2020,
Mexico,2/16/2020,
Mexico,2/17/2020,
Mexico,2/18/2020,
Mexico,2/19/2020,
Mexico,2/20/2020,
Mexico,2/21/2020,
Mexico,2/22/2020,
Mexico,2/23/2020,
Mexico,2/24/2020,
Mexico,2/25/2020,
Mexico,2/26/2020,
Mexico,2/27/2020,
Mexico,2/28/2020,1
Mexico,2/29/2020,3
Mexico,3/1/2020,1
Mexico,3/2/2020,0
Mexico,3/3/2020,0
Mexico,3/4/2020,0
Mexico,3/5/2020,0
Mexico,3/6/2020,1
Mexico,3/7/2020,0
Mexico,3/8/2020,1
Mexico,3/9/2020,0
Mexico,3/10/2020,0
Mexico,3/11/2020,1
Mexico,3/12/2020,4
Mexico,3/13/2020,14
Mexico,3/14/2020,15
Mexico,3/15/2020,12
Mexico,3/16/2020,29
Mexico,3/17/2020,11
Mexico,3/18/2020,25
Mexico,3/19/2020,46
Mexico,3/20/2020,39
Mexico,3/21/2020,48
Mexico,3/22/2020,65
Mexico,3/23/2020,51
Mexico,3/24/2020,38
Mexico,3/25/2020,70
Mexico,3/26/2020,110
Mexico,3/27/2020,132
Mexico,3/28/2020,131
Mexico,3/29/2020,145
Mexico,3/30/2020,101
Mexico,3/31/2020,121
Mexico,4/1/2020,163
Mexico,4/2/2020,132
Mexico,4/3/2020,178
Mexico,4/4/2020,202
Mexico,4/5/2020,253
Mexico,4/6/2020,296
Mexico,4/7/2020,346
Mexico,4/8/2020,396
Mexico,4/9/2020,260
Mexico,4/10/2020,403
Mexico,4/11/2020,375
Mexico,4/12/2020,442
Mexico,4/13/2020,353
Mexico,4/14/2020,385
Mexico,4/15/2020,448
Mexico,4/16/2020,450
Mexico,4/17/2020,578
Mexico,4/18/2020,622
Mexico,4/19/2020,764
Mexico,4/20/2020,511
Mexico,4/21/2020,729
Mexico,4/22/2020,1043
Mexico,4/23/2020,1089
Mexico,4/24/2020,1239
Mexico,4/25/2020,970
Mexico,4/26/2020,835
Mexico,4/27/2020,852
Mexico,4/28/2020,1223
Mexico,4/29/2020,1047
Mexico,4/30/2020,1425
Mexico,5/1/2020,1515
Mexico,5/2/2020,1349
Mexico,5/3/2020,1383
Mexico,5/4/2020,1434
Mexico,5/5/2020,1120
Mexico,5/6/2020,1609
Mexico,5/7/2020,1982
Mexico,5/8/2020,1906
Mexico,5/9/2020,1938
Mexico,5/10/2020,1562
Mexico,5/11/2020,1305
Mexico,5/12/2020,1997
Mexico,5/13/2020,1862
Mexico,5/14/2020,2409
Mexico,5/15/2020,2437
Mexico,5/16/2020,2112
Mexico,5/17/2020,2075
Mexico,5/18/2020,2414
Mexico,5/19/2020,2713
Mexico,5/20/2020,2248
Mexico,5/21/2020,2973
Mexico,5/22/2020,2960
Mexico,5/23/2020,3329
Mexico,5/24/2020,2764
Mexico,5/25/2020,2485
Mexico,5/26/2020,3455
Mexico,5/27/2020,3463
Mexico,5/28/2020,3377
Mexico,5/29/2020,3227
Mexico,5/30/2020,2885
Mexico,5/31/2020,3152
Mexico,6/1/2020,2771
Mexico,6/2/2020,3891
Mexico,6/3/2020,3912
Mexico,6/4/2020,4442
Mexico,6/5/2020,4346
Mexico,6/6/2020,3593
Mexico,6/7/2020,3484
Mexico,6/8/2020,2999
Mexico,6/9/2020,4199
Mexico,6/10/2020,4883
Mexico,6/11/2020,4790
Mexico,6/12/2020,5222
Mexico,6/13/2020,3494
Mexico,6/14/2020,4147
Mexico,6/15/2020,3427
Mexico,6/16/2020,4599
Mexico,6/17/2020,4930
Mexico,6/18/2020,5662
Mexico,6/19/2020,5030
Mexico,6/20/2020,4717
Mexico,6/21/2020,5343
Mexico,6/22/2020,4577
Mexico,6/23/2020,6288
Mexico,6/24/2020,5437
Mexico,6/25/2020,6104
Mexico,6/26/2020,5441
Mexico,6/27/2020,4410
Mexico,6/28/2020,4050
Mexico,6/29/2020,3805
Mexico,6/30/2020,5432
Mexico,7/1/2020,5681
Mexico,7/2/2020,6741
Mexico,7/3/2020,6740
Mexico,7/4/2020,6914
Mexico,7/5/2020,4683
Mexico,7/6/2020,4902
Mexico,7/7/2020,6258
Mexico,7/8/2020,6995
Mexico,7/9/2020,7280
Mexico,7/10/2020,6891
Mexico,7/11/2020,6094
Mexico,7/12/2020,4482
Mexico,7/13/2020,4685
Mexico,7/14/2020,7051
Mexico,7/15/2020,6149
Mexico,7/16/2020,6406
Mexico,7/17/2020,7257
Mexico,7/18/2020,7615
Mexico,7/19/2020,5311
Mexico,7/20/2020,5172
Mexico,7/21/2020,6859
Mexico,7/22/2020,6019
Mexico,7/23/2020,8438
Mexico,7/24/2020,7573
Mexico,7/25/2020,6751
Mexico,7/26/2020,5480
Mexico,7/27/2020,4973
Mexico,7/28/2020,7208
Mexico,7/29/2020,5752
Mexico,7/30/2020,7730
Mexico,7/31/2020,8458
Mexico,8/1/2020,9556
Mexico,8/2/2020,4853
Mexico,8/3/2020,4767
Mexico,8/4/2020,6148
Mexico,8/5/2020,6139
Mexico,8/6/2020,6590
Mexico,8/7/2020,6717
Mexico,8/8/2020,6495
Mexico,8/9/2020,4376
Mexico,8/10/2020,5558
Mexico,8/11/2020,6686
Mexico,8/12/2020,5858
Mexico,8/13/2020,7371
Mexico,8/14/2020,5618
Mexico,8/15/2020,6345
Mexico,8/16/2020,4448
Mexico,8/17/2020,3571
Mexico,8/18/2020,5506
Mexico,8/19/2020,5792
Mexico,8/20/2020,6775
Mexico,8/21/2020,5928
Mexico,8/22/2020,6482
Mexico,8/23/2020,3948
Mexico,8/24/2020,3541
Mexico,8/25/2020,4916
Mexico,8/26/2020,5267
Mexico,8/27/2020,6026
Mexico,8/28/2020,5824
Mexico,8/29/2020,5974
Mexico,8/30/2020,4129
Mexico,8/31/2020,3719
Mexico,9/1/2020,6476
Mexico,9/2/2020,4921
Mexico,9/3/2020,5937
Mexico,9/4/2020,6196
Mexico,9/5/2020,6319
Mexico,9/6/2020,4614
Mexico,9/7/2020,3486
Mexico,9/8/2020,5351
Mexico,9/9/2020,4461
Mexico,9/10/2020,5043
Mexico,9/11/2020,5935
Mexico,9/12/2020,5674
Mexico,9/13/2020,4408
Mexico,9/14/2020,3335
Mexico,9/15/2020,4771
Mexico,9/16/2020,4444
Mexico,9/17/2020,3182
Mexico,9/18/2020,4841
Mexico,9/19/2020,5167
Mexico,9/20/2020,3542
Mexico,9/21/2020,2917
Mexico,9/22/2020,4683
Mexico,9/23/2020,4786
Mexico,9/24/2020,5408
Mexico,9/25/2020,5401
Mexico,9/26/2020,5573
Mexico,9/27/2020,3886
Mexico,9/28/2020,3400
Mexico,9/29/2020,4446
Mexico,9/30/2020,5053
Mexico,10/1/2020,5099
Mexico,10/2/2020,4775
Mexico,10/3/2020,4863
Mexico,10/4/2020,3712
Mexico,10/5/2020,28115
Mexico,10/6/2020,4828
Mexico,10/7/2020,4580
Mexico,10/8/2020,5300
Mexico,10/9/2020,5532
Mexico,10/10/2020,4308
Mexico,10/11/2020,3175
Mexico,10/12/2020,3542
Mexico,10/13/2020,4295
Mexico,10/14/2020,4056
Mexico,10/15/2020,5514
Mexico,10/16/2020,6751
Mexico,10/17/2020,5447
Mexico,10/18/2020,4119
Mexico,10/19/2020,3699
Mexico,10/20/2020,5788
Mexico,10/21/2020,6845
Mexico,10/22/2020,6612
Mexico,10/23/2020,6604
Mexico,10/24/2020,6025
Mexico,10/25/2020,4360
Mexico,10/26/2020,4166
Mexico,10/27/2020,5942
Mexico,10/28/2020,5595
Mexico,10/29/2020,5948
Mexico,10/30/2020,6000
Mexico,10/31/2020,6151
Mexico,11/1/2020,4430
Mexico,11/2/2020,3763
Mexico,11/3/2020,5250
Mexico,11/4/2020,5225
Mexico,11/5/2020,5567
Mexico,11/6/2020,5931
Mexico,11/7/2020,6810
Mexico,11/8/2020,5887
Mexico,11/9/2020,4960
Mexico,11/10/2020,5746
Mexico,11/11/2020,7646
Mexico,11/12/2020,5658
Mexico,11/13/2020,5558
Mexico,11/14/2020,5860
Mexico,11/15/2020,3269
Mexico,11/16/2020,2874
Mexico,11/17/2020,1757
Mexico,11/18/2020,3918
Mexico,11/19/2020,4472
Mexico,11/20/2020,6426
Mexico,11/21/2020,6719
Mexico,11/22/2020,9187
Mexico,11/23/2020,7483
Mexico,11/24/2020,10794
Mexico,11/25/2020,10335
Mexico,11/26/2020,8107
Mexico,11/27/2020,12081
Mexico,11/28/2020,10728
Mexico,11/29/2020,5668
Mexico,11/30/2020,6472
Mexico,12/1/2020,8819
Mexico,12/2/2020,11251
Mexico,12/3/2020,11030
Mexico,12/4/2020,12127
Mexico,12/5/2020,11625
Mexico,12/6/2020,7455
Mexico,12/7/2020,6399
Mexico,12/8/2020,11006
Mexico,12/9/2020,11974
Mexico,12/10/2020,11897
Mexico,12/11/2020,12253
Mexico,12/12/2020,12057
Mexico,12/13/2020,8608
Mexico,12/14/2020,5930
Mexico,12/15/2020,11228
Mexico,12/16/2020,10297
Mexico,12/17/2020,11799
Mexico,12/18/2020,12248
Mexico,12/19/2020,12129
Mexico,12/20/2020,6870
Mexico,12/21/2020,5370
Mexico,12/22/2020,12511
Mexico,12/23/2020,11653
Mexico,12/24/2020,12485
Mexico,12/25/2020,9679
Mexico,12/26/2020,4974
Mexico,12/27/2020,6217
Mexico,12/28/2020,5996
Mexico,12/29/2020,12099
Mexico,12/30/2020,12406
Mexico,12/31/2020,12159
Mexico,1/1/2021,11091
Mexico,1/2/2021,6359
Mexico,1/3/2021,5211
Mexico,1/4/2021,6464
Mexico,1/5/2021,11271
Mexico,1/6/2021,13345
Mexico,1/7/2021,13734
Mexico,1/8/2021,14362
Mexico,1/9/2021,16105
Mexico,1/10/2021,10003
Mexico,1/11/2021,7594
Mexico,1/12/2021,14395
Mexico,1/13/2021,15873
Mexico,1/14/2021,16468
Mexico,1/15/2021,21366
Mexico,1/16/2021,20523
Mexico,1/17/2021,11170
Mexico,1/18/2021,8074
Mexico,1/19/2021,18894
Mexico,1/20/2021,20548
Mexico,1/21/2021,22339
Mexico,1/22/2021,21007
Mexico,1/23/2021,20057
Mexico,1/24/2021,10872
Mexico,1/25/2021,8521
Mexico,1/26/2021,17165
Mexico,1/27/2021,17944
Mexico,1/28/2021,18670
Mexico,1/29/2021,16374
Mexico,1/30/2021,15337
Mexico,1/31/2021,7030
Mexico,2/1/2021,5448
Mexico,2/2/2021,4384
Mexico,2/3/2021,12153
Mexico,2/4/2021,0
Mexico,2/5/2021,26626
Mexico,2/6/2021,13209
Mexico,2/7/2021,6065
Mexico,2/8/2021,3868
Mexico,2/9/2021,10738
Mexico,2/10/2021,11138
Mexico,2/11/2021,10677
Mexico,2/12/2021,10388
Mexico,2/13/2021,9741
Mexico,2/14/2021,4099
Mexico,2/15/2021,3098
Mexico,2/16/2021,8683
Mexico,2/17/2021,8988
Mexico,2/18/2021,9099
Mexico,2/19/2021,7829
Mexico,2/20/2021,7785
Mexico,2/21/2021,3104
Mexico,2/22/2021,2252
Mexico,2/23/2021,8634
Mexico,2/24/2021,8642
Mexico,2/25/2021,8462
Mexico,2/26/2021,7512
Mexico,2/27/2021,7246
Mexico,2/28/2021,2810
Mexico,3/1/2021,2343
Mexico,3/2/2021,7913
Mexico,3/3/2021,7793
Mexico,3/4/2021,7521
Mexico,3/5/2021,6797
Mexico,3/6/2021,6561
Mexico,3/7/2021,2734
Mexico,3/8/2021,1877
Mexico,3/9/2021,7407
Mexico,3/10/2021,6602
Mexico,3/11/2021,6469
Mexico,3/12/2021,6816
Mexico,3/13/2021,6104
Mexico,3/14/2021,2415
Mexico,3/15/2021,1439
Mexico,3/16/2021,1278
Mexico,3/17/2021,6455
Mexico,3/18/2021,6726
Mexico,3/19/2021,5722
Mexico,3/20/2021,5729
Mexico,3/21/2021,2133
Mexico,3/22/2021,1388
Mexico,3/23/2021,5881
Mexico,3/24/2021,5714
Mexico,3/25/2021,5787
Mexico,3/26/2021,5303
Mexico,3/27/2021,5059
Mexico,3/28/2021,1646
Mexico,3/29/2021,1293
Mexico,3/30/2021,5067
Mexico,3/31/2021,5977
Mexico,4/1/2021,5381
Mexico,4/2/2021,3089
Mexico,4/3/2021,1838
Mexico,4/4/2021,1263
Mexico,4/5/2021,1247
Mexico,4/6/2021,4804
Mexico,4/7/2021,5370
Mexico,4/8/2021,5140
Mexico,4/9/2021,5045
Mexico,4/10/2021,6356
Mexico,4/11/2021,1793
Mexico,4/12/2021,1627
Mexico,4/13/2021,4512
Mexico,4/14/2021,4894
Mexico,4/15/2021,4189
Mexico,4/16/2021,4504
Mexico,4/17/2021,4157
Mexico,4/18/2021,1506
Mexico,4/19/2021,1308
Mexico,4/20/2021,4262
Mexico,4/21/2021,4639
Mexico,4/22/2021,3708
Mexico,4/23/2021,3911
Mexico,4/24/2021,3308
Mexico,4/25/2021,1653
Mexico,4/26/2021,1143
Mexico,4/27/2021,3592
Mexico,4/28/2021,3818
Mexico,4/29/2021,3990
Mexico,4/30/2021,3821
Mexico,5/1/2021,3025
Mexico,5/2/2021,1093
Mexico,5/3/2021,1027
Mexico,5/4/2021,3064
Mexico,5/5/2021,3021
Mexico,5/6/2021,2846
Mexico,5/7/2021,3043
Mexico,5/8/2021,2743
Mexico,5/9/2021,1175
Mexico,5/10/2021,704
Mexico,5/11/2021,1897
Mexico,5/12/2021,3090
Mexico,5/13/2021,3632
Mexico,5/14/2021,2880
Mexico,5/15/2021,2695
Mexico,5/16/2021,1233
Mexico,5/17/2021,822
Mexico,5/18/2021,2767
Mexico,5/19/2021,2000
Mexico,5/20/2021,2628
Mexico,5/21/2021,2604
Mexico,5/22/2021,2586
Mexico,5/23/2021,1274
Mexico,5/24/2021,703
Mexico,5/25/2021,2483
Mexico,5/26/2021,2932
Mexico,5/27/2021,3050
Mexico,5/28/2021,3006
Mexico,5/29/2021,2725
Mexico,5/30/2021,1307
Mexico,5/31/2021,932
Mexico,6/1/2021,6917
Mexico,6/2/2021,3269
Mexico,6/3/2021,2894
Mexico,6/4/2021,2809
Mexico,6/5/2021,2071
Mexico,6/6/2021,1979
Mexico,6/7/2021,881
Mexico,6/8/2021,3449
Mexico,6/9/2021,3855
Mexico,6/10/2021,3672
Mexico,6/11/2021,3282
Mexico,6/12/2021,3649
Mexico,6/13/2021,1707
Nigeria,2/28/2020,1
Nigeria,2/29/2020,0
Nigeria,3/1/2020,0
Nigeria,3/2/2020,0
Nigeria,3/3/2020,0
Nigeria,3/4/2020,0
Nigeria,3/5/2020,0
Nigeria,3/6/2020,0
Nigeria,3/7/2020,0
Nigeria,3/8/2020,0
Nigeria,3/9/2020,1
Nigeria,3/10/2020,0
Nigeria,3/11/2020,0
Nigeria,3/12/2020,0
Nigeria,3/13/2020,0
Nigeria,3/14/2020,0
Nigeria,3/15/2020,0
Nigeria,3/16/2020,0
Nigeria,3/17/2020,1
Nigeria,3/18/2020,5
Nigeria,3/19/2020,0
Nigeria,3/20/2020,4
Nigeria,3/21/2020,10
Nigeria,3/22/2020,8
Nigeria,3/23/2020,10
Nigeria,3/24/2020,4
Nigeria,3/25/2020,7
Nigeria,3/26/2020,14
Nigeria,3/27/2020,5
Nigeria,3/28/2020,19
Nigeria,3/29/2020,22
Nigeria,3/30/2020,20
Nigeria,3/31/2020,4
Nigeria,4/1/2020,39
Nigeria,4/2/2020,10
Nigeria,4/3/2020,26
Nigeria,4/4/2020,4
Nigeria,4/5/2020,18
Nigeria,4/6/2020,6
Nigeria,4/7/2020,16
Nigeria,4/8/2020,22
Nigeria,4/9/2020,12
Nigeria,4/10/2020,17
Nigeria,4/11/2020,13
Nigeria,4/12/2020,5
Nigeria,4/13/2020,20
Nigeria,4/14/2020,30
Nigeria,4/15/2020,34
Nigeria,4/16/2020,35
Nigeria,4/17/2020,51
Nigeria,4/18/2020,49
Nigeria,4/19/2020,85
Nigeria,4/20/2020,38
Nigeria,4/21/2020,0
Nigeria,4/22/2020,208
Nigeria,4/23/2020,108
Nigeria,4/24/2020,114
Nigeria,4/25/2020,87
Nigeria,4/26/2020,91
Nigeria,4/27/2020,64
Nigeria,4/28/2020,195
Nigeria,4/29/2020,196
Nigeria,4/30/2020,204
Nigeria,5/1/2020,238
Nigeria,5/2/2020,218
Nigeria,5/3/2020,170
Nigeria,5/4/2020,244
Nigeria,5/5/2020,148
Nigeria,5/6/2020,195
Nigeria,5/7/2020,381
Nigeria,5/8/2020,386
Nigeria,5/9/2020,239
Nigeria,5/10/2020,248
Nigeria,5/11/2020,242
Nigeria,5/12/2020,146
Nigeria,5/13/2020,184
Nigeria,5/14/2020,191
Nigeria,5/15/2020,288
Nigeria,5/16/2020,171
Nigeria,5/17/2020,338
Nigeria,5/18/2020,216
Nigeria,5/19/2020,226
Nigeria,5/20/2020,276
Nigeria,5/21/2020,339
Nigeria,5/22/2020,245
Nigeria,5/23/2020,265
Nigeria,5/24/2020,313
Nigeria,5/25/2020,229
Nigeria,5/26/2020,276
Nigeria,5/27/2020,389
Nigeria,5/28/2020,182
Nigeria,5/29/2020,387
Nigeria,5/30/2020,553
Nigeria,5/31/2020,307
Nigeria,6/1/2020,416
Nigeria,6/2/2020,241
Nigeria,6/3/2020,347
Nigeria,6/4/2020,350
Nigeria,6/5/2020,328
Nigeria,6/6/2020,389
Nigeria,6/7/2020,253
Nigeria,6/8/2020,315
Nigeria,6/9/2020,663
Nigeria,6/10/2020,409
Nigeria,6/11/2020,681
Nigeria,6/12/2020,627
Nigeria,6/13/2020,501
Nigeria,6/14/2020,403
Nigeria,6/15/2020,573
Nigeria,6/16/2020,490
Nigeria,6/17/2020,587
Nigeria,6/18/2020,745
Nigeria,6/19/2020,667
Nigeria,6/20/2020,661
Nigeria,6/21/2020,436
Nigeria,6/22/2020,675
Nigeria,6/23/2020,452
Nigeria,6/24/2020,649
Nigeria,6/25/2020,594
Nigeria,6/26/2020,684
Nigeria,6/27/2020,779
Nigeria,6/28/2020,490
Nigeria,6/29/2020,566
Nigeria,6/30/2020,561
Nigeria,7/1/2020,790
Nigeria,7/2/2020,626
Nigeria,7/3/2020,454
Nigeria,7/4/2020,603
Nigeria,7/5/2020,544
Nigeria,7/6/2020,575
Nigeria,7/7/2020,503
Nigeria,7/8/2020,460
Nigeria,7/9/2020,499
Nigeria,7/10/2020,575
Nigeria,7/11/2020,664
Nigeria,7/12/2020,571
Nigeria,7/13/2020,595
Nigeria,7/14/2020,463
Nigeria,7/15/2020,643
Nigeria,7/16/2020,595
Nigeria,7/17/2020,600
Nigeria,7/18/2020,653
Nigeria,7/19/2020,556
Nigeria,7/20/2020,562
Nigeria,7/21/2020,576
Nigeria,7/22/2020,543
Nigeria,7/23/2020,604
Nigeria,7/24/2020,591
Nigeria,7/25/2020,438
Nigeria,7/26/2020,555
Nigeria,7/27/2020,648
Nigeria,7/28/2020,624
Nigeria,7/29/2020,404
Nigeria,7/30/2020,481
Nigeria,7/31/2020,462
Nigeria,8/1/2020,386
Nigeria,8/2/2020,304
Nigeria,8/3/2020,288
Nigeria,8/4/2020,304
Nigeria,8/5/2020,457
Nigeria,8/6/2020,354
Nigeria,8/7/2020,443
Nigeria,8/8/2020,453
Nigeria,8/9/2020,437
Nigeria,8/10/2020,290
Nigeria,8/11/2020,423
Nigeria,8/12/2020,453
Nigeria,8/13/2020,373
Nigeria,8/14/2020,329
Nigeria,8/15/2020,325
Nigeria,8/16/2020,298
Nigeria,8/17/2020,417
Nigeria,8/18/2020,410
Nigeria,8/19/2020,593
Nigeria,8/20/2020,476
Nigeria,8/21/2020,340
Nigeria,8/22/2020,601
Nigeria,8/23/2020,322
Nigeria,8/24/2020,321
Nigeria,8/25/2020,252
Nigeria,8/26/2020,221
Nigeria,8/27/2020,296
Nigeria,8/28/2020,160
Nigeria,8/29/2020,250
Nigeria,8/30/2020,138
Nigeria,8/31/2020,143
Nigeria,9/1/2020,239
Nigeria,9/2/2020,216
Nigeria,9/3/2020,125
Nigeria,9/4/2020,155
Nigeria,9/5/2020,162
Nigeria,9/6/2020,100
Nigeria,9/7/2020,155
Nigeria,9/8/2020,296
Nigeria,9/9/2020,176
Nigeria,9/10/2020,197
Nigeria,9/11/2020,188
Nigeria,9/12/2020,160
Nigeria,9/13/2020,79
Nigeria,9/14/2020,132
Nigeria,9/15/2020,90
Nigeria,9/16/2020,126
Nigeria,9/17/2020,131
Nigeria,9/18/2020,221
Nigeria,9/19/2020,189
Nigeria,9/20/2020,97
Nigeria,9/21/2020,195
Nigeria,9/22/2020,176
Nigeria,9/23/2020,111
Nigeria,9/24/2020,125
Nigeria,9/25/2020,213
Nigeria,9/26/2020,136
Nigeria,9/27/2020,126
Nigeria,9/28/2020,136
Nigeria,9/29/2020,187
Nigeria,9/30/2020,201
Nigeria,10/1/2020,153
Nigeria,10/2/2020,126
Nigeria,10/3/2020,160
Nigeria,10/4/2020,58
Nigeria,10/5/2020,120
Nigeria,10/6/2020,118
Nigeria,10/7/2020,155
Nigeria,10/8/2020,103
Nigeria,10/9/2020,151
Nigeria,10/10/2020,111
Nigeria,10/11/2020,163
Nigeria,10/12/2020,164
Nigeria,10/13/2020,225
Nigeria,10/14/2020,179
Nigeria,10/15/2020,148
Nigeria,10/16/2020,212
Nigeria,10/17/2020,113
Nigeria,10/18/2020,133
Nigeria,10/19/2020,118
Nigeria,10/20/2020,72
Nigeria,10/21/2020,37
Nigeria,10/22/2020,138
Nigeria,10/23/2020,77
Nigeria,10/24/2020,48
Nigeria,10/25/2020,62
Nigeria,10/26/2020,119
Nigeria,10/27/2020,113
Nigeria,10/28/2020,147
Nigeria,10/29/2020,150
Nigeria,10/30/2020,170
Nigeria,10/31/2020,162
Nigeria,11/1/2020,111
Nigeria,11/2/2020,72
Nigeria,11/3/2020,137
Nigeria,11/4/2020,155
Nigeria,11/5/2020,180
Nigeria,11/6/2020,223
Nigeria,11/7/2020,59
Nigeria,11/8/2020,300
Nigeria,11/9/2020,94
Nigeria,11/10/2020,152
Nigeria,11/11/2020,180
Nigeria,11/12/2020,212
Nigeria,11/13/2020,156
Nigeria,11/14/2020,112
Nigeria,11/15/2020,152
Nigeria,11/16/2020,157
Nigeria,11/17/2020,152
Nigeria,11/18/2020,236
Nigeria,11/19/2020,146
Nigeria,11/20/2020,143
Nigeria,11/21/2020,246
Nigeria,11/22/2020,155
Nigeria,11/23/2020,56
Nigeria,11/24/2020,168
Nigeria,11/25/2020,198
Nigeria,11/26/2020,169
Nigeria,11/27/2020,246
Nigeria,11/28/2020,110
Nigeria,11/29/2020,82
Nigeria,11/30/2020,145
Nigeria,12/1/2020,281
Nigeria,12/2/2020,122
Nigeria,12/3/2020,343
Nigeria,12/4/2020,324
Nigeria,12/5/2020,310
Nigeria,12/6/2020,318
Nigeria,12/7/2020,390
Nigeria,12/8/2020,550
Nigeria,12/9/2020,474
Nigeria,12/10/2020,675
Nigeria,12/11/2020,796
Nigeria,12/12/2020,617
Nigeria,12/13/2020,418
Nigeria,12/14/2020,199
Nigeria,12/15/2020,758
Nigeria,12/16/2020,930
Nigeria,12/17/2020,1145
Nigeria,12/18/2020,806
Nigeria,12/19/2020,920
Nigeria,12/20/2020,501
Nigeria,12/21/2020,356
Nigeria,12/22/2020,999
Nigeria,12/23/2020,1133
Nigeria,12/24/2020,1041
Nigeria,12/25/2020,784
Nigeria,12/26/2020,829
Nigeria,12/27/2020,838
Nigeria,12/28/2020,397
Nigeria,12/29/2020,749
Nigeria,12/30/2020,1016
Nigeria,12/31/2020,1031
Nigeria,1/1/2021,980
Nigeria,1/2/2021,576
Nigeria,1/3/2021,917
Nigeria,1/4/2021,1271
Nigeria,1/5/2021,1354
Nigeria,1/6/2021,1664
Nigeria,1/7/2021,1565
Nigeria,1/8/2021,1544
Nigeria,1/9/2021,1585
Nigeria,1/10/2021,1024
Nigeria,1/11/2021,1244
Nigeria,1/12/2021,1270
Nigeria,1/13/2021,1398
Nigeria,1/14/2021,1479
Nigeria,1/15/2021,1867
Nigeria,1/16/2021,1598
Nigeria,1/17/2021,1444
Nigeria,1/18/2021,1617
Nigeria,1/19/2021,1301
Nigeria,1/20/2021,1386
Nigeria,1/21/2021,1964
Nigeria,1/22/2021,1483
Nigeria,1/23/2021,2464
Nigeria,1/24/2021,964
Nigeria,1/25/2021,1430
Nigeria,1/26/2021,1303
Nigeria,1/27/2021,1861
Nigeria,1/28/2021,864
Nigeria,1/29/2021,1650
Nigeria,1/30/2021,1883
Nigeria,1/31/2021,685
Nigeria,2/1/2021,676
Nigeria,2/2/2021,1634
Nigeria,2/3/2021,1138
Nigeria,2/4/2021,1340
Nigeria,2/5/2021,1624
Nigeria,2/6/2021,1588
Nigeria,2/7/2021,506
Nigeria,2/8/2021,643
Nigeria,2/9/2021,1056
Nigeria,2/10/2021,1131
Nigeria,2/11/2021,938
Nigeria,2/12/2021,1005
Nigeria,2/13/2021,1143
Nigeria,2/14/2021,520
Nigeria,2/15/2021,744
Nigeria,2/16/2021,1368
Nigeria,2/17/2021,1073
Nigeria,2/18/2021,877
Nigeria,2/19/2021,662
Nigeria,2/20/2021,645
Nigeria,2/21/2021,521
Nigeria,2/22/2021,542
Nigeria,2/23/2021,571
Nigeria,2/24/2021,655
Nigeria,2/25/2021,634
Nigeria,2/26/2021,600
Nigeria,2/27/2021,341
Nigeria,2/28/2021,240
Nigeria,3/1/2021,360
Nigeria,3/2/2021,479
Nigeria,3/3/2021,464
Nigeria,3/4/2021,711
Nigeria,3/5/2021,371
Nigeria,3/6/2021,195
Nigeria,3/7/2021,269
Nigeria,3/8/2021,400
Nigeria,3/9/2021,346
Nigeria,3/10/2021,394
Nigeria,3/11/2021,287
Nigeria,3/12/2021,399
Nigeria,3/13/2021,205
Nigeria,3/14/2021,120
Nigeria,3/15/2021,238
Nigeria,3/16/2021,179
Nigeria,3/17/2021,187
Nigeria,3/18/2021,148
Nigeria,3/19/2021,130
Nigeria,3/20/2021,112
Nigeria,3/21/2021,86
Nigeria,3/22/2021,131
Nigeria,3/23/2021,208
Nigeria,3/24/2021,102
Nigeria,3/25/2021,97
Nigeria,3/26/2021,113
Nigeria,3/27/2021,101
Nigeria,3/28/2021,104
Nigeria,3/29/2021,48
Nigeria,3/30/2021,121
Nigeria,3/31/2021,129
Nigeria,4/1/2021,106
Nigeria,4/2/2021,66
Nigeria,4/3/2021,50
Nigeria,4/4/2021,82
Nigeria,4/5/2021,135
Nigeria,4/6/2021,58
Nigeria,4/7/2021,110
Nigeria,4/8/2021,83
Nigeria,4/9/2021,71
Nigeria,4/10/2021,84
Nigeria,4/11/2021,63
Nigeria,4/12/2021,38
Nigeria,4/13/2021,74
Nigeria,4/14/2021,89
Nigeria,4/15/2021,80
Nigeria,4/16/2021,67
Nigeria,4/17/2021,60
Nigeria,4/18/2021,26
Nigeria,4/19/2021,70
Nigeria,4/20/2021,120
